"Batch.Order.ID","Market.Name","Stock.Name","Order.Type","Price","Quantity","Created.At","Quantity.Filled","GJP.User.ID"
1268,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","Some other outcome","sell",10,10,"8/20/14 12:28",0,3480
1272,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",50,20,"8/20/14 12:28",0,3422
1274,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",10,50,"8/20/14 12:29",0,3422
1275,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",5,50,"8/20/14 12:29",50,3422
1293,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",30,20,"8/20/14 12:31",20,3480
1296,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",75,75,"8/20/14 12:31",0,9075
1298,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",30,20,"8/20/14 12:32",0,5800
1300,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",85,15,"8/20/14 12:32",0,9075
1303,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",67,100,"8/20/14 12:32",0,9075
1305,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",30,100,"8/20/14 12:33",100,8505
1306,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",70,100,"8/20/14 12:33",0,8505
1309,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",40,5,"8/20/14 12:33",0,9016
1311,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","Some other outcome","buy",7,40,"8/20/14 12:33",0,9075
1315,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a sentence less than life","buy",26,40,"8/20/14 12:33",0,9075
1316,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",60,100,"8/20/14 12:34",100,3915
1318,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",45,5,"8/20/14 12:34",0,9016
