"Batch.Order.ID","Market.Name","Stock.Name","Order.Type","Price","Quantity","Created.At","Quantity.Filled","GJP.Team.ID","GJP.User.ID"
740,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",50,40,"8/20/14 0:03",0,18,8776
837,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",65,77,"8/20/14 6:59",0,6,22151
878,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",10,25,"8/20/14 8:27",25,6,22151
879,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",40,50,"8/20/14 8:32",0,5,22118
880,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",40,20,"8/20/14 8:32",0,1,14767
881,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",60,50,"8/20/14 8:33",0,5,22118
885,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",60,50,"8/20/14 8:35",0,5,22118
886,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",20,500,"8/20/14 8:35",0,6,22151
887,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",40,50,"8/20/14 8:35",0,5,22118
888,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",60,50,"8/20/14 8:37",0,5,22118
889,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",40,50,"8/20/14 8:40",50,5,22118
902,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",5,250,"8/20/14 8:58",250,6,22151
916,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",50,100,"8/20/14 9:16",0,19,22017
924,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",20,100,"8/20/14 9:21",0,18,22016
926,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",35,100,"8/20/14 9:23",0,29,21957
954,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",35,50,"8/20/14 9:46",0,18,22016
976,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","buy",30,100,"8/20/14 10:04",65,20,3654
977,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",75,100,"8/20/14 10:04",100,20,3654
987,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",50,200,"8/20/14 10:12",200,2,8158
989,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",70,100,"8/20/14 10:13",100,18,22016
1001,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","buy",70,10,"8/20/14 10:25",0,26,21930
1019,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",50,100,"8/20/14 11:24",0,2,8778
1020,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",70,30,"8/20/14 11:25",0,13,22010
1043,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",50,100,"8/20/14 12:04",0,2,8778
1044,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Abdullah Abdullah","buy",60,10,"8/20/14 12:05",1,13,22010
1055,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","sell",60,10,"8/20/14 12:06",10,13,22010
1096,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",95,50,"8/20/14 12:12",50,27,9038
1113,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",2,100,"8/20/14 12:15",0,29,21933
1122,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",60,20,"8/20/14 12:15",0,30,15798
1125,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",20,40,"8/20/14 12:16",40,26,8904
1126,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",70,20,"8/20/14 12:16",0,30,15798
1129,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",55,300,"8/20/14 12:16",0,8,21974
1130,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",60,40,"8/20/14 12:16",0,26,8904
1136,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",10,50,"8/20/14 12:17",0,26,8904
1138,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",70,200,"8/20/14 12:17",0,8,21974
1141,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",40,10,"8/20/14 12:18",0,26,8904
1145,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",10,20,"8/20/14 12:19",20,26,8904
1147,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a sentence less than life","buy",40,10,"8/20/14 12:19",0,13,6331
1149,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",70,200,"8/20/14 12:19",0,8,21974
1154,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",70,100,"8/20/14 12:19",0,13,6331
1155,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",65,20,"8/20/14 12:19",20,13,22010
1163,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",50,50,"8/20/14 12:20",50,13,6331
1167,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",40,100,"8/20/14 12:20",0,13,6331
1170,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",55,100,"8/20/14 12:20",100,29,21933
1177,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",50,100,"8/20/14 12:21",0,13,6331
1180,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",30,100,"8/20/14 12:21",0,8,21974
1194,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",40,100,"8/20/14 12:23",0,13,6331
1195,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",60,100,"8/20/14 12:23",80,5,9824
1198,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",50,100,"8/20/14 12:23",0,13,6331
1200,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",30,100,"8/20/14 12:23",0,13,6331
1208,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",40,100,"8/20/14 12:24",0,5,9824
1244,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",10,20,"8/20/14 12:27",0,30,15798
1246,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",60,50,"8/20/14 12:27",50,29,21933
1251,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",30,15,"8/20/14 12:27",15,13,22010
1252,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",40,100,"8/20/14 12:27",0,5,9824
1256,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",80,100,"8/20/14 12:27",0,2,8778
1263,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",40,200,"8/20/14 12:28",0,13,6331
1270,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",70,20,"8/20/14 12:28",0,30,15798
1273,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",50,50,"8/20/14 12:29",0,28,21951
1277,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","sell",85,100,"8/20/14 12:29",100,2,8778
1285,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",50,20,"8/20/14 12:30",0,30,15798
1299,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",50,10,"8/20/14 12:32",0,28,21951
1304,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",25,100,"8/20/14 12:32",0,2,8778
1314,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",75,100,"8/20/14 12:33",0,2,8778
1338,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",30,100,"8/20/14 12:36",0,4,22056
1357,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",50,200,"8/20/14 12:37",200,2,8158
1370,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",63,10,"8/20/14 12:38",0,4,22056
1372,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",50,200,"8/20/14 12:38",0,2,8158
1383,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",20,100,"8/20/14 12:39",0,3,8487
1399,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",30,10,"8/20/14 12:40",0,3,22176
1411,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Abdullah Abdullah","buy",51,10,"8/20/14 12:41",0,8,22060
1424,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","buy",35,20,"8/20/14 12:42",0,2,22081
1434,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",50,40,"8/20/14 12:44",0,1,14767
1437,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",48,50,"8/20/14 12:44",0,4,22056
1457,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",35,20,"8/20/14 12:45",0,22,22076
1459,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",5,10,"8/20/14 12:46",0,8,22060
1472,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",70,10,"8/20/14 12:47",10,3,22176
1480,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",10,15,"8/20/14 12:48",0,8,22060
1529,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",60,10,"8/20/14 12:53",0,24,3643
1579,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",60,10,"8/20/14 12:58",0,28,13854
1616,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",9,15,"8/20/14 13:01",0,8,22060
1658,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",50,33,"8/20/14 13:07",33,24,4344
1697,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",75,1000,"8/20/14 13:11",0,9,3921
1705,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",20,50,"8/20/14 13:13",0,3,8487
1733,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","buy",10,100,"8/20/14 13:16",100,30,21958
1736,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",60,10,"8/20/14 13:16",0,2,22081
1750,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",60,10,"8/20/14 13:17",0,2,22081
1763,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",50,10,"8/20/14 13:18",0,9,3816
1776,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",30,20,"8/20/14 13:20",0,9,3816
1777,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",70,10,"8/20/14 13:20",10,2,22081
1789,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",20,100,"8/20/14 13:21",0,30,21958
1797,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",30,10,"8/20/14 13:22",0,9,3816
1825,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",25,50,"8/20/14 13:25",0,30,21958
1903,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",35,100,"8/20/14 13:39",0,2,8778
1910,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",2,200,"8/20/14 13:40",200,24,22049
1915,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",10,50,"8/20/14 13:41",0,30,21958
1920,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",32,10,"8/20/14 13:42",0,23,22048
1933,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",25,100,"8/20/14 13:44",0,13,6331
1948,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",70,100,"8/20/14 13:45",0,13,6331
1969,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",80,100,"8/20/14 13:49",0,2,8778
1979,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",74,25,"8/20/14 13:51",25,23,22140
2002,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",5,10,"8/20/14 13:56",10,11,22093
2022,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",20,50,"8/20/14 14:03",50,6,22151
2026,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",5,20,"8/20/14 14:05",0,8,9627
2027,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",55,40,"8/20/14 14:05",0,18,8776
2034,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",5,50,"8/20/14 14:07",0,30,21958
2047,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",15,100,"8/20/14 14:09",0,5,8353
2065,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",15,10,"8/20/14 14:13",0,8,9627
2084,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",48,20,"8/20/14 14:16",20,18,8776
2086,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",90,5,"8/20/14 14:17",0,25,3483
2116,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",56,10,"8/20/14 14:27",0,23,22048
2124,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",45,100,"8/20/14 14:30",100,6,22058
2127,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",20,100,"8/20/14 14:32",0,6,22058
2132,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","buy",5,1000,"8/20/14 14:33",0,6,22058
2138,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",70,100,"8/20/14 14:34",0,6,22058
2145,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",20,200,"8/20/14 14:36",0,6,22058
2150,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",70,200,"8/20/14 14:36",0,6,22058
2164,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",70,100,"8/20/14 14:38",0,6,22058
2172,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",20,50,"8/20/14 14:40",0,30,21953
2178,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",45,50,"8/20/14 14:41",50,30,21953
2186,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",44,20,"8/20/14 14:45",20,7,6149
2188,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",43,20,"8/20/14 14:46",0,7,6149
2190,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",65,100,"8/20/14 14:46",100,7,6149
2191,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",59,100,"8/20/14 14:47",0,7,6149
2192,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",61,100,"8/20/14 14:47",100,7,6149
2193,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",44,100,"8/20/14 14:48",0,7,6149
2194,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",59,100,"8/20/14 14:49",0,7,6149
2196,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",5,100,"8/20/14 14:49",0,9,22062
2241,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",30,100,"8/20/14 15:07",100,4,22149
2246,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",15,80,"8/20/14 15:10",0,19,22165
2251,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",25,55,"8/20/14 15:10",0,4,22149
2256,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",50,100,"8/20/14 15:12",0,2,21998
2258,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",50,50,"8/20/14 15:12",0,4,22149
2262,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",80,15,"8/20/14 15:13",15,19,22165
2270,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",60,45,"8/20/14 15:16",0,4,22149
2273,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",20,15,"8/20/14 15:17",0,4,22149
2276,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",15,100,"8/20/14 15:19",0,4,22149
2343,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",35,100,"8/20/14 15:48",100,5,9824
2356,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",25,100,"8/20/14 15:51",100,5,9824
2420,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",10,20,"8/20/14 16:20",0,17,21986
2421,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",40,20,"8/20/14 16:20",0,30,14074
2424,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",30,50,"8/20/14 16:20",0,17,21986
2428,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",20,20,"8/20/14 16:21",0,17,21986
2430,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",50,20,"8/20/14 16:22",0,30,14074
2433,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",40,20,"8/20/14 16:24",0,30,14074
2438,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",30,10,"8/20/14 16:27",0,30,14074
2449,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",40,15,"8/20/14 16:30",0,30,14074
2468,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",25,10,"8/20/14 16:35",10,30,14074
2475,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",2,100,"8/20/14 16:36",100,24,22049
2489,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",30,40,"8/20/14 16:39",0,30,14074
2498,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",40,20,"8/20/14 16:43",0,30,14074
2510,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",40,10,"8/20/14 16:47",10,30,14074
2513,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",40,10,"8/20/14 16:47",10,30,14074
2514,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",50,50,"8/20/14 16:48",0,30,14074
2516,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",25,10,"8/20/14 16:49",10,30,14074
2565,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",75,10,"8/20/14 17:05",10,3,22176
2584,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",40,10,"8/20/14 17:10",10,3,22176
2615,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",30,10,"8/20/14 17:16",10,3,22176
2618,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",50,10,"8/20/14 17:17",0,3,22176
2621,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",20,10,"8/20/14 17:18",0,3,22176
2624,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",10,10,"8/20/14 17:19",0,19,22073
2626,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",25,25,"8/20/14 17:19",25,16,22101
2628,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",15,10,"8/20/14 17:20",10,16,22101
2639,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",99,100,"8/20/14 17:23",0,16,22101
2641,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",40,40,"8/20/14 17:23",0,19,22073
2642,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",25,20,"8/20/14 17:24",20,28,9747
2644,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",60,10,"8/20/14 17:24",0,12,22066
2645,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",60,25,"8/20/14 17:25",0,16,22101
2648,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",25,25,"8/20/14 17:26",0,16,22101
2652,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",82,20,"8/20/14 17:27",20,23,22077
2653,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",40,100,"8/20/14 17:27",0,19,22073
2655,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",50,50,"8/20/14 17:27",0,20,22108
2659,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",20,50,"8/20/14 17:28",0,20,22108
2660,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",60,10,"8/20/14 17:28",0,10,10031
2661,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",33,80,"8/20/14 17:29",0,23,22077
2663,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",30,20,"8/20/14 17:29",20,20,22108
2664,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",40,5,"8/20/14 17:29",5,12,22066
2665,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",30,20,"8/20/14 17:29",20,20,22108
2666,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",38,50,"8/20/14 17:29",0,23,22077
2673,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",70,30,"8/20/14 17:31",10,23,22077
2678,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",80,100,"8/20/14 17:32",100,23,22077
2679,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",40,20,"8/20/14 17:32",20,16,22101
2683,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",40,10,"8/20/14 17:33",0,11,639
2684,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",2,65,"8/20/14 17:33",65,17,3015
2686,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",70,100,"8/20/14 17:34",0,11,639
2691,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",70,5,"8/20/14 17:35",0,12,22066
2692,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",50,17,"8/20/14 17:35",17,16,22101
2698,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",75,50,"8/20/14 17:38",0,16,22101
2699,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",60,50,"8/20/14 17:38",50,28,9747
